,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
0,C,A,20240101,2024,52,2024,36,,,X,,76,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,11022.0,False,8,,11022.0,False,11022.0,False,11.022,False,,218472.461,218472.461,0,False,True
1,C,A,20240101,2024,52,2024,36,,,X,,156,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,4.6,False,8,,4.6,False,4.6,False,0.005,False,,2770.962,2770.962,0,False,True
2,C,A,20240101,2024,52,2024,36,,,X,,276,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,1519.41,False,8,,1519.41,False,1519.41,False,1.519,False,,28321.36,28321.36,0,False,True
3,C,A,20240101,2024,52,2024,36,,,X,,360,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,20.0,False,8,,20.0,False,20.0,False,0.02,False,,745.698,745.698,0,False,True
4,C,A,20240101,2024,52,2024,36,,,X,,392,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,22605.0,False,8,,22605.0,False,22605.0,False,23.627,False,,169136.926,169136.926,0,False,True
5,C,A,20240101,2024,52,2024,36,,,X,,410,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,25210.0,False,8,,25210.0,False,25210.0,False,25.21,False,,184340.593,184340.593,0,False,True
6,C,A,20240101,2024,52,2024,36,,,X,,554,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,4657.14,False,8,,4657.14,False,4657.14,False,4.664,False,,55351.935,55351.935,0,False,True
7,C,A,20240101,2024,52,2024,36,,,X,,598,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,855.2,False,8,,855.2,False,855.2,False,0.86,False,,39762.88,39762.88,0,False,True
8,C,A,20240101,2024,52,2024,36,,,X,,682,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,158.76,False,8,,158.76,False,158.76,False,0.166,False,,2512.937,2512.937,0,False,True
9,C,A,20240101,2024,52,2024,36,,,X,,699,,,0,,,H6,HS,True,8101,,,,C00,,0,0,,8,,194712.0,False,8,,194712.0,False,194712.0,False,194.712,False,,3333963.239,3333963.239,0,False,True
