,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
0,C,A,20160101,2016,52,2016,32,,,X,,36,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,121400.0,False,8,,121400.0,False,121400.0,False,,False,,635665.2,635665.2,0,True,False
1,C,A,20160101,2016,52,2016,32,,,X,,56,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,1379690.0,False,8,,1379690.0,False,1379690.0,False,,False,,10576881.34,10576881.34,0,True,False
2,C,A,20160101,2016,52,2016,32,,,X,,68,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,0.6,False,8,,0.6,False,0.6,False,,False,,84.0,84.0,0,True,False
3,C,A,20160101,2016,52,2016,32,,,X,,156,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,1782111.0,False,8,,1782111.0,False,1782111.0,False,,False,,9435004.88,9435004.88,0,True,False
4,C,A,20160101,2016,52,2016,32,,,X,,170,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,100.0,False,8,,100.0,False,100.0,False,,False,,3064.0,3064.0,0,True,False
5,C,A,20160101,2016,52,2016,32,,,X,,392,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,8160176.0,False,8,,8160176.0,False,8160176.0,False,,False,,66284415.67,66284415.67,0,True,False
6,C,A,20160101,2016,52,2016,32,,,X,,410,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,1539533.0,False,8,,1539533.0,False,1539533.0,False,,False,,11598869.11,11598869.11,0,True,False
7,C,A,20160101,2016,52,2016,32,,,X,,604,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,0.2,False,8,,0.2,False,0.2,False,,False,,18.4,18.4,0,True,False
8,C,A,20160101,2016,52,2016,32,,,X,,842,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,9880925.0,False,8,,9880925.0,False,9880925.0,False,,False,,56021145.29,56021145.29,0,True,False
9,C,A,20160101,2016,52,2016,36,,,X,,360,,,0,,,H4,HS,True,283691,,,,C00,,0,0,,8,,2000.0,False,-1,,,False,2000.0,False,,False,,23213.0,23213.0,0,True,False
10,C,A,20160101,2016,52,2016,36,,,X,,392,,,0,,,H4,HS,True,283691,,,,C00,,0,0,,8,,6240.0,False,-1,,,False,6240.0,False,,False,,104005.0,104005.0,0,True,False
11,C,A,20160101,2016,52,2016,36,,,X,,554,,,0,,,H4,HS,True,283691,,,,C00,,0,0,,8,,6818.0,False,-1,,,False,6818.0,False,,False,,12384.0,12384.0,0,True,False
12,C,A,20160101,2016,52,2016,36,,,X,,702,,,0,,,H4,HS,True,283691,,,,C00,,0,0,,8,,20000.0,False,-1,,,False,20000.0,False,,False,,235761.0,235761.0,0,True,False
13,C,A,20160101,2016,52,2016,36,,,X,,826,,,0,,,H4,HS,True,283691,,,,C00,,0,0,,8,,3133.0,False,-1,,,False,3133.0,False,,False,,45876.0,45876.0,0,True,False
14,C,A,20160101,2016,52,2016,40,,,X,,156,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,1500.0,False,8,,1500.0,False,1500.0,False,,False,,10293.922,10293.922,0,True,False
15,C,A,20160101,2016,52,2016,40,,,X,,203,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,1800.0,False,8,,1800.0,False,1800.0,False,,False,,32305.206,32305.206,0,True,False
16,C,A,20160101,2016,52,2016,40,,,X,,348,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,2000.0,False,8,,2000.0,False,2000.0,False,,False,,24788.429,24788.429,0,True,False
17,C,A,20160101,2016,52,2016,40,,,X,,360,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,200.0,False,8,,200.0,False,200.0,False,,False,,1328.248,1328.248,0,True,False
18,C,A,20160101,2016,52,2016,40,,,X,,616,,,0,,,H4,HS,True,283691,,,,C00,,0 ,0,,8,,400.0,False,8,,400.0,False,400.0,False,,False,,4423.066,4423.066,0,True,False
